Company,Role,Domain,Experience,Location,Skills,Full_JD_Text,Type
NEXT2ONE REALTY,Social Media Marketing,ML / AI,Internship,Bangalore,"Acting, Artificial intelligence, Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing, Video Editing, YouTube Ads, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, Job offer","About the internship Are you a creative and dynamic individual with a passion for social media marketing? Do you have a knack for video editing, YouTube ads, acting, Instagram marketing, SEO, and artificial intelligence? If so, we want YOU to join our team as a Social Media Marketing intern at NEXT2ONE REALTY! Selected intern's day-to-day responsibilities include: 1. Create compelling video content for our social media platforms. 2. Manage and optimize YouTube ad campaigns to drive traffic and engagement. 3. Utilize your acting skills to create engaging and authentic content for our audience. 4. Develop and implement Instagram marketing strategies to increase brand awareness and engagement. 5. Implement SEO tactics to improve our online visibility and drive organic traffic. 6. Utilize artificial intelligence tools to analyze data and optimize our social media marketing efforts. 7. Collaborate with the marketing team to brainstorm and execute innovative ideas for social media campaigns. If you are ready to gain hands-on experience in the exciting world of real estate marketing and social media, apply now to join our team at NEXT2ONE REALTY! Skill(s) required Acting Artificial intelligence Instagram Marketing Search Engine Optimization (SEO) Social Media Marketing Video Editing YouTube Ads Earn certifications in these skills Learn Artificial intelligence Learn SEO Learn Social Media Marketing Learn Video Editing Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 20th Jun'26 and 25th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours Informal dress code Job offer Additional information Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of ₹ 200000 to 230000/year Number of openings 1 About NEXT2ONE REALTY At NEXT2ONE REALTY, we redefine the real estate experience by offering comprehensive and tailored solutions for buying, selling, renting, and investing in properties. With a steadfast commitment to transparency, professionalism, and client satisfaction, we simplify real estate transactions for individuals, families, and businesses. Our operations are centered in Noida, particularly in Sectors 75, 76, 77, and 79. We specialize in residential properties, including premium apartments, villas, and rental options. Our team brings unparalleled expertise in real asset management, catering to the needs of high-net-worth individuals (HNWIs) and NRI clients. Our Services: Buying and Selling: Explore a curated selection of premium residential properties. Rentals: Hassle-free solutions for finding or renting properties. Property Management: Professional property management ensures owners' peace of mind. Activity on Internshala Hiring since June 2026 1 opportunity posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Optifib Industries Private Limited,Executive - Brand & Social Media,ML / AI,Internship,Bangalore,"Artificial intelligence, Content Editing, Content Marketing, Content Writing, Digital Advertising, Digital Design, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Image Editing, Certificate, Letter of recommendation, Informal dress code","About the internship Selected intern's day-to-day responsibilities include: 1. Conceptualize, draft, and execute high-impact multimedia content assets to reinforce the core brand narrative and drive long-term brand equity. 2. Oversee the scheduling and multi-channel distribution of content across all official social media platforms to maintain a consistent digital presence. 3. Monitor platform algorithms, track engagement metrics, and deploy targeted organic growth strategies to scale and nurture active online communities. 4. Design professional marketing and promotional collaterals, including digital banners, graphics, and campaign layouts, ensuring strict alignment with brand guidelines. 5. Collaborate on cross-functional marketing initiatives, providing strategic design support and trend research to optimize overall campaign performance. Skill(s) required Artificial intelligence Content Editing Content Marketing Content Writing Digital Advertising Digital Design Digital Marketing English Proficiency (Spoken) English Proficiency (Written) Image Editing Earn certifications in these skills Learn Artificial intelligence Learn Business Communication Learn Creative Writing Learn Digital Marketing Learn Business Analytics Learn Business Communication Skills Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 19th Jun'26 and 24th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Informal dress code Number of openings 1 About Optifib Industries Private Limited Manufacturers of high-quality wires and cables based out of ECOTECH XII, Greater Noida, 201009, U.P. Activity on Internshala Hiring since September 2025 2 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Karuna,Software Development And Product Management,ML / AI,Internship,Bangalore,"APIs, Artificial intelligence, AWS CloudFormation, Flutter, Google Cloud Platforms (GCP), MySQL, Node.js, Product Development, Product Strategy, Python, React, REST API, Web development, Job offer","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Build and enhance the consumer app by developing features such as OTP login, service booking flows, live GPS tracking, and Razorpay payment integration. 2. Develop and improve the caregiver app, including check-in/check-out functionality, shift logs, and family updates. 3. Build and maintain order scheduling and dispatch systems to ensure timely caregiver assignments. 4. Manage and update the company website, including landing pages, content updates, and performance optimization. 5. Integrate third-party APIs such as Razorpay, Twilio, DigiLocker eKYC, and background verification services. 6. Develop and maintain backend infrastructure, including APIs, data models, and admin tools. 7. Continuously improve products and features based on real-world pilot feedback and user insights. Skill(s) required APIs Artificial intelligence AWS CloudFormation Flutter Google Cloud Platforms (GCP) MySQL Node.js Product Development Product Strategy Python React REST API Web development Earn certifications in these skills Learn Artificial intelligence Learn AWS CloudFormation Learn MySQL Learn Node.JS Learn Product Strategy Learn Python Learn ReactJS Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 21st Jun'26 and 26th Jul'26 3. are available for duration of 3 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements Requirements: 1. Candidates pursuing or recently completing a degree in Computer Science, Information Technology, Software Engineering, or a related field. 2. Proficiency in mobile app and backend development. 3. Familiarity with API integration, database management, and modern development frameworks. 4. Strong problem-solving skills and the ability to work independently in a fast-paced environment. 5. Interest in building scalable, user-centric digital products. Preferred qualifications: 1. Experience building and deploying real-world applications or products. 2. Prior startup experience with end-to-end product development. 3. Good understanding of product development and user-centric design principles. 4. Familiarity with AI-powered development tools to build and iterate more efficiently. Perks Job offer Additional information Stipend Structure: Fixed pay: ₹ 15,000 - 30,000 /month Incentive pay: ₹ 5,000 - 10,000 /month Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of ₹ 1000000 to 2000000/year Number of openings 2 About Karuna Website A Q-Commerce platform for caregiving services, offering instant, on-demand access to caregivers for senior care, mother & baby care, recovery care, and companionship, with qualified professionals available in as little as 10 minutes. Activity on Internshala Hiring since June 2026 5 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Bharath Group,Artificial Intelligence (AI),ML / AI,Internship,Bangalore,"Artificial intelligence, Data Annotation, Natural Language Processing (NLP), Prompt Engineering, Python, Certificate, Letter of recommendation","About the internship Are you a talented and driven individual with a passion for Artificial Intelligence (AI) and Python programming? Do you have expertise in Natural Language Processing (NLP) and Prompt Engineering? If so, we have the perfect opportunity for you as an AI intern at Bharath Group! As an AI intern, you will have the opportunity to work on cutting-edge AI projects and contribute to the development of innovative solutions. Your responsibilities will include: 1. Collaborating with our AI team to design and implement AI algorithms and models. 2. Conducting data annotation and analysis to improve AI performance. 3. Developing and optimizing NLP models for various applications. 4. Researching and implementing AI techniques to enhance our products. 5. Assisting with AI research and development projects. 6. Participating in team meetings and contributing to brainstorming sessions. 7. Keeping up to date with the latest developments in AI technology. If you are a proactive and innovative individual looking to gain hands-on experience in the field of AI, we encourage you to apply for this exciting internship opportunity with Bharath Group. Join us in shaping the future of AI technology! Skill(s) required Artificial intelligence Data Annotation Natural Language Processing (NLP) Prompt Engineering Python Earn certifications in these skills Learn Artificial intelligence Learn NLP Learn Prompt Engineering Learn Python Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 20th Jun'26 and 25th Jul'26 3. are available for duration of 4 months 4. have relevant skills and interests Perks Certificate Letter of recommendation Additional information Stipend Structure: Fixed pay: ₹ 10,000 - 12,000 /month Incentive pay: ₹ 1,000 - 2,000 /month Number of openings 2 About Bharath Group Website Bharath Group is a diversified conglomerate with a strong presence across finance, infrastructure, real estate, mining, manufacturing, logistics, way-side amenities, and wealth creation. Founded with a vision to accelerate India's growth story, the Group has consistently demonstrated resilience, innovation, and a commitment to excellence. With every venture, Bharath Group focuses on building sustainable businesses that not only deliver value to stakeholders but also create a lasting socio-economic impact. Activity on Internshala Hiring since September 2025 44 opportunities posted 5 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Subash Vijay Associates (SVA),AI Project Coordinator,ML / AI,Internship,Bangalore,"Artificial intelligence, ChatGPT, Claude, Google Workspace, Marketing, MS-Office, Sales, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, Free snacks & beverages, Job offer","About the internship As an AI Project Coordinator intern , you will be at the forefront of cutting-edge technology and innovation. We are looking for someone with a strong knowledge of MS Office, Google Workspace, Marketing, Sales, Artificial intelligence, ChatGPT, and Claude to join our dynamic team. Selected intern's day-to-day responsibilities include: 1. Assist in coordinating AI projects from inception to completion, ensuring timelines are met and deliverables are achieved. 2. Collaborate with cross-functional teams to gather project requirements and provide support as needed. 3. Utilize ChatGPT and Claude to enhance communication and streamline project workflows. 4. Conduct market research and analysis to identify potential opportunities for AI projects. 5. Support the sales team in developing proposals and presentations for potential clients. 6. Assist in the development and execution of marketing strategies to promote AI projects and services. 7. Stay up-to-date on industry trends and advancements in artificial intelligence to provide innovative solutions for clients. If you are passionate about AI, have strong organizational skills, and are eager to learn and grow in a fast-paced environment, we want to hear from you! Skill(s) required Artificial intelligence ChatGPT Claude Google Workspace Marketing MS-Office Sales Earn certifications in these skills Learn Artificial intelligence Learn Business Communication Learn Digital Marketing Learn Business Analytics Learn Machine Learning Learn Natural Language Processing Learn AI in Data Science Learn Data Science Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting + 5 more skills Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 20th Jun'26 and 25th Jul'26 3. are available for duration of 6 months 4. are from Mumbai only 5. have relevant skills and interests Perks Certificate Letter of recommendation Flexible work hours Informal dress code Free snacks & beverages Job offer Additional information Stipend Structure: Fixed pay: ₹ 5,000 - 8,000 /month Incentive pay: ₹ 500 - 1,000 /month Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of ₹ 250000 to 300000/year Number of openings 4 About Subash Vijay Associates (SVA) Website Subash Vijay Associates (SVA) is a leading recruitment firm with over 50 years of experience in connecting businesses with top talent across the Asia Pacific. We are a team of highly trained experts from various fields, dedicated to providing exceptional service and exceeding client expectations. Activity on Internshala Hiring since March 2025 12 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Grivaa Consultancy Services,WordPress Development,ML / AI,Internship,Bangalore,"Artificial intelligence, Content Management, Search Engine Optimization (SEO), Web development, WordPress, Certificate, Flexible work hours","About the work from home job/internship Are you a WordPress whiz with a passion for SEO? Grivaa Capital is seeking a talented WordPress Development intern to join our dynamic team! As an intern, you will have the opportunity to work on exciting projects and gain hands-on experience in website development and optimization. Selected intern's day-to-day responsibilities include: 1. Collaborating with our team to design and develop custom WordPress websites 2. Implementing SEO best practices to improve website visibility and ranking 3. Troubleshooting and resolving any technical issues that may arise 4. Assisting in content creation and optimization for maximum impact 5. Staying updated on the latest trends and technologies in WordPress and SEO 6. Supporting in website maintenance and updates 7. Contributing creative ideas to enhance user experience and drive engagement If you are a self-motivated individual with a keen eye for detail and a strong desire to learn and grow, this internship is perfect for you! Join us at Grivaa Capital and take your WordPress skills to the next level. Apply now and kickstart your career in web development and SEO! Skill(s) required Artificial intelligence Content Management Search Engine Optimization (SEO) Web development WordPress Earn certifications in these skills Learn Artificial intelligence Learn SEO Learn VLSI Learn AI in Data Science Learn Embedded Systems Learn Web Development Learn Vibe Coding Learn Git & Github + 1 more skills Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 19th Jun'26 and 24th Jul'26 3. are available for duration of 2 months 4. have relevant skills and interests Perks Certificate Flexible work hours Number of openings 1 About Grivaa Consultancy Services Welcome to Grivaa, a boutique investment firm and wealth management firm renowned for its strong expertise in equity research and comprehensive investment solutions. As a boutique firm, we take pride in providing tailored investment solutions that align with your unique financial goals. Whether you aim to optimize your equity portfolio, explore start-up investments, diversify geographically, or seek comprehensive financial planning, our experienced team is dedicated to guiding you every step of the way. Join us at Grivaa for opportunities in finance, marketing, HR, operations, and other areas. Connect with top-notch talent from leading universities who thrive in the competitive start-up fintech world. Activity on Internshala Hiring since June 2019 733 opportunities posted 102 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Grivaa Consultancy Services,SEBI/Securities Law,ML / AI,Internship,Bangalore,"Artificial intelligence, ChatGPT, Legal Drafting, Legal Research, Legal Writing, MS-Office, Statutory compliances, Letter of recommendation, Flexible work hours","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Research SEBI regulations, circulars, master circulars, enforcement orders, and related regulatory frameworks. 2. Study and analyze case laws from SAT, High Courts, Supreme Court, NCLT/NCLAT, and other relevant legal forums. 3. Assist in drafting complaints, legal notices, representations, and regulatory submissions. 4. Prepare issue-wise legal notes on securities law, investor rights, disclosure violations, fund governance, intermediary obligations, and mis-selling practices. 5. Analyze investment documents, investor communications, agreements, offer documents, and compliance disclosures. 6. Track recent SEBI orders, regulatory developments, and market-related legal updates. 7. Prepare structured briefs and legal summaries for senior lawyers, regulators, and internal strategy discussions. Skill(s) required Artificial intelligence ChatGPT Legal Drafting Legal Research Legal Writing MS-Office Statutory compliances Earn certifications in these skills Learn Artificial intelligence Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 19th Jun'26 and 24th Jul'26 3. are available for duration of 1 week 4. have relevant skills and interests Other requirements 1. People who have worked previously in law firms dealing with SEBI matters must apply 2. Dont apply randomly unless you have idea of the SEBI guideliens and have good understanding of rules, regulations, case laws and frameworks of CAT 1 and CAT 2 funds. Perks Letter of recommendation Flexible work hours Number of openings 1 About Grivaa Consultancy Services Welcome to Grivaa, a boutique investment firm and wealth management firm renowned for its strong expertise in equity research and comprehensive investment solutions. As a boutique firm, we take pride in providing tailored investment solutions that align with your unique financial goals. Whether you aim to optimize your equity portfolio, explore start-up investments, diversify geographically, or seek comprehensive financial planning, our experienced team is dedicated to guiding you every step of the way. Join us at Grivaa for opportunities in finance, marketing, HR, operations, and other areas. Connect with top-notch talent from leading universities who thrive in the competitive start-up fintech world. Activity on Internshala Hiring since June 2019 733 opportunities posted 102 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Grivaa Consultancy Services,Startup Research & Investment Analyst,ML / AI,Internship,Bangalore,"Artificial intelligence, Business Analysis, Economics, Finance, Financial Analysis, Financial planning, Investing, Portfolio Management, Research and Analytics, Stock Trading, Certificate, Letter of recommendation, Flexible work hours","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Startup evaluation: Analyze early-stage startups for business model viability, market size, scalability, and competitive positioning. 2. Market research: Conduct sectoral deep-dives across high-growth areas such as fintech, AI, SaaS, and consumer tech. 3. Deal sourcing: Identify potential startups through incubators, accelerators, pitch events, and digital platforms. 4. Founder assessment: Evaluate founding teams' experience, vision, and execution capability. 5. Investment memos: Prepare concise startup summaries, reports, and due diligence briefs. 6. AI & research tools: Use platforms like ChatGPT, Perplexity, Notion, and PitchBook alternatives for rapid insight generation. 7. Portfolio tracking: Monitor progress and key metrics of startups within Grivaa's network. 8. Presentation & reporting: Create decks and dashboards using Gamma, Canva, and Google Sheets. 9. Collaborate with the founder's office: Support decision-making through data-driven insights and clear recommendations. Skill(s) required Artificial intelligence Business Analysis Economics Finance Financial Analysis Financial planning Investing Portfolio Management Research and Analytics Stock Trading Earn certifications in these skills Learn Artificial intelligence Learn Stocks and Trading Learn Research and Analytics Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 19th Jun'26 and 24th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Strong research, analytical, and logical reasoning abilities. 2. Understanding of startup ecosystems, fundraising stages, and unit economics. 3. Proficiency in Excel/Google Sheets, PowerPoint/Canva, and basic financial modeling. 4. Excellent writing and communication skills. 5. Familiarity with AI productivity tools (ChatGPT, Perplexity, Notion). 6. Ability to synthesize complex data into actionable insights. Perks Certificate Letter of recommendation Flexible work hours Number of openings 1 About Grivaa Consultancy Services Welcome to Grivaa, a boutique investment firm and wealth management firm renowned for its strong expertise in equity research and comprehensive investment solutions. As a boutique firm, we take pride in providing tailored investment solutions that align with your unique financial goals. Whether you aim to optimize your equity portfolio, explore start-up investments, diversify geographically, or seek comprehensive financial planning, our experienced team is dedicated to guiding you every step of the way. Join us at Grivaa for opportunities in finance, marketing, HR, operations, and other areas. Connect with top-notch talent from leading universities who thrive in the competitive start-up fintech world. Activity on Internshala Hiring since June 2019 733 opportunities posted 102 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Grivaa Consultancy Services,HR Generalist And Founders Office,ML / AI,Internship,Bangalore,"Artificial intelligence, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Certificate, Letter of recommendation, Flexible work hours","About the internship Selected intern's day-to-day responsibilites include: 1. Creating HR policies and frameworks for employees. 2. Managing and recruiting employees. 3. Conducting interviews, overseeing MIS management, building teams, and handling related activities. 4. Developing scorecards and performance matrices, and evaluating and enhancing cultural productivity. 5. Implementing employer branding strategies and digital initiatives to strengthen the employer brand. 6. Creating digital content such as videos, testimonials, and stories. 7. Designing presentations for different modules and delivering webinars on soft skills for interns. 8. Designing and automating the entire HR process for the organization. Note: Please don't view this as a standalone JD for HR; it is a multifaceted role. Skill(s) required Artificial intelligence English Proficiency (Spoken) English Proficiency (Written) MS-Excel MS-Office MS-PowerPoint MS-Word Earn certifications in these skills Learn Artificial intelligence Learn Business Communication Learn MS-Excel Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 19th Jun'26 and 24th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Graduation from premier institutes ensuring strong academic foundation. 2. Strong communication skills with diverse experiences and readiness to handle multiple responsibilities. 3. Proactive learner, knowledgeable about various AI tools and technology trends. 4. Active contributor on social media, engaging professionally to build network and share insights. Perks Certificate Letter of recommendation Flexible work hours Number of openings 1 About Grivaa Consultancy Services Welcome to Grivaa, a boutique investment firm and wealth management firm renowned for its strong expertise in equity research and comprehensive investment solutions. As a boutique firm, we take pride in providing tailored investment solutions that align with your unique financial goals. Whether you aim to optimize your equity portfolio, explore start-up investments, diversify geographically, or seek comprehensive financial planning, our experienced team is dedicated to guiding you every step of the way. Join us at Grivaa for opportunities in finance, marketing, HR, operations, and other areas. Connect with top-notch talent from leading universities who thrive in the competitive start-up fintech world. Activity on Internshala Hiring since June 2019 733 opportunities posted 102 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Saumya Thakkar & Associates,Accounting & Taxation,ML / AI,Internship,Bangalore,"Artificial intelligence, Canva, MS-Excel, MS-Word, Tally, Certificate, Letter of recommendation, Informal dress code, 5 days a week, Free snacks & beverages","About the internship We are thrilled to offer an exciting internship opportunity with Saumya Thakkar & Associates for a talented individual with knowledge of Tally, MS-Excel, MS-Word, and Canva. As an Accounting & Taxation intern, you will gain hands-on experience in various aspects of accounting and taxation while working with a dynamic team of professionals. Key Responsibilities: 1. Assist in preparing financial statements and reports using Tally and MS-Excel. 2. Utilize Artificial Intelligence tools to analyze financial data and trends. 3. Support in tax preparation and filing for clients. 4. Maintain accurate records of financial transactions and update databases. 5. Collaborate with team members to optimize accounting processes. 6. Develop presentations and reports using MS-Word and Canva. 7. Stay updated on industry trends and regulations to ensure compliance in all financial activities. This internship will provide you with valuable skills and knowledge in the field of accounting and taxation, as well as the opportunity to work on challenging projects. If you are a motivated and detail-oriented individual looking to kickstart your career in accounting, we encourage you to apply for this internship position. Skill(s) required Artificial intelligence Canva MS-Excel MS-Word Tally Earn certifications in these skills Learn Artificial intelligence Learn MS-Excel Learn Tally Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 19th Jun'26 and 24th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Office timings are from 10 AM to 7 PM (Monday to Friday) 2. Candidates graduated from Top 10 commerce colleges will be preferred Perks Certificate Letter of recommendation Informal dress code 5 days a week Free snacks & beverages Number of openings 1 About Saumya Thakkar & Associates Website Saumya Thakkar & Associates, chartered accountants, is a firm registered with the Institute of Chartered Accountants of India (ICAI) and operating from Mumbai. At Saumya Thakkar & Associates, we provide a complete suite of taxation, advisory, and assurance services which encompass planning, compliance, certification, and representation, from a domestic as well as international perspective. Our team comprises dedicated professionals possessing expertise across a range of business needs. It is our professionalism and expertise that helps us to serve our clients to their satisfaction. Activity on Internshala Hiring since May 2021 23 opportunities posted 15 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
GOGig,Content Creator & Social Media Marketing,ML / AI,Internship,Bangalore,"AI Image Generation, AI Video Generation, Artificial intelligence, Canva, Content Editing, Content Management, Generative AI Tools, Instagram Marketing, Social Media Marketing, Vibe Coding, Certificate, Letter of recommendation","About the internship Selected intern's day-to-day responsibilities include: 1. Research trending reels, viral content formats, and social media trends across LinkedIn, Instagram, and YouTube. 2. Create content ideas, shooting plans, scripts, and storyboards for short-form videos and marketing campaigns. 3. Shoot videos, reels, interviews, behind-the-scenes content, and founder-led content. 4. Edit reels and short-form videos independently whenever required using tools such as CapCut, Canva, Premiere Pro, or similar platforms. 5. Stay updated with the latest AI tools, content trends, and prompt-based workflows for content creation, video editing, graphic design, and social media marketing. 6. Use AI tools and prompt engineering techniques to generate content ideas, scripts, visuals, reels, thumbnails, graphics, and marketing assets while maintaining creativity and quality. 7. Review content outputs. 8. Manage content calendars and ensure consistent posting across social media channels. Skill(s) required AI Image Generation AI Video Generation Artificial intelligence Canva Content Editing Content Management Generative AI Tools Instagram Marketing Social Media Marketing Vibe Coding Earn certifications in these skills Learn AI Image Generation Learn AI Video Generation Learn Artificial intelligence Learn Generative AI Tools Learn Social Media Marketing Learn Vibe Coding Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 18th Jun'26 and 23rd Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests Other requirements 1. Passionate about content creation, social media, reels, and digital storytelling. 2. Comfortable being involved in content planning, shooting, and execution. 3. Basic video editing skills using CapCut, Canva, Premiere Pro, VN, or similar tools. 4. Strong understanding of Instagram, YouTube Shorts. 5. Comfortable working in a fast-paced startup environment with quick turnaround times. 6. Curious about AI, content automation, and emerging creative technologies. 7. Comfortable experimenting with AI tools such as ChatGPT, Gemini, Claude, Midjourney, Canva AI, CapCut AI, Adobe AI, or similar platforms. 8. Ability to learn and adapt quickly to new tools, trends, and prompt-based content creation workflows. 9. Freshers and students are welcome; a strong portfolio, social media presence, or content creation experience will be an added advantage. Perks Certificate Letter of recommendation Number of openings 2 About GOGig Website gOGig is India's leading live on-ground verification platform for offline campaign execution. We eliminate the single biggest problem in the OOH industry: the inability to verify that a campaign actually ran at the right location, at the right time, in the right condition. Today, brands across India lose significant portions of their outdoor advertising budgets to unverified executions, delayed reporting, and vendor fraud. The traditional model relies on vendor-submitted WhatsApp photos, unverified and easy to manipulate. gOGig replaces this broken system with tamper-proof, GPS-verified, real-time proof of execution at every touchpoint. Activity on Internshala Hiring since June 2022 47 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
